Age,Time_of_Day,AQI,AQI_Category,Temperature,Precipitation,Suggested_Activity,Activity_Suggestion
34,17,39,Good,68.0,2.49,Go for a jog,The weather is perfect for a run or jog.
91,10,32,Good,55.4,2.62,Take a walk,Enjoy a peaceful walk in the park.
45,13,32,Good,84.2,2.43,Have a picnic,The weather is great for an outdoor picnic.
18,8,435,Hazardous,15.8,17.6,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
96,20,13,Good,62.6,4.07,Stargazing,"The air is clear, perfect for stargazing."
6,9,23,Good,80.6,4.96,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
32,14,92,Moderate,80.6,4.2,Have a picnic,The weather is great for an outdoor picnic.
87,10,48,Good,55.4,3.23,Take a walk,Enjoy a peaceful walk in the park.
9,19,109,Unhealthy for Sensitive Groups,95.0,10.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
42,21,89,Moderate,78.8,2.81,Stargazing,"The air is clear, perfect for stargazing."
89,21,46,Good,50.0,0.78,Stargazing,"The air is clear, perfect for stargazing."
93,19,50,Good,59.0,2.96,Stargazing,"The air is clear, perfect for stargazing."
22,19,81,Moderate,82.4,0.53,Stargazing,"The air is clear, perfect for stargazing."
23,12,11,Good,53.6,1.22,Have a picnic,The weather is great for an outdoor picnic.
32,21,442,Hazardous,93.2,13.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
9,20,13,Good,73.4,0.46,Stargazing,"The air is clear, perfect for stargazing."
66,8,14,Good,53.6,3.52,Take a walk,Enjoy a peaceful walk in the park.
14,11,460,Hazardous,98.6,12.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
24,4,338,Hazardous,77.0,5.34,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
90,18,98,Moderate,84.2,4.34,Take a walk,Enjoy a peaceful walk in the park.
81,9,72,Moderate,78.8,2.17,Take a walk,Enjoy a peaceful walk in the park.
36,21,68,Moderate,84.2,0.46,Stargazing,"The air is clear, perfect for stargazing."
92,14,19,Good,62.6,2.65,Have a picnic,The weather is great for an outdoor picnic.
24,23,51,Moderate,15.8,17.12,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
57,5,210,Very Unhealthy,32.0,1.39,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,19,37,Good,62.6,4.53,Stargazing,"The air is clear, perfect for stargazing."
92,21,89,Moderate,69.8,0.98,Stargazing,"The air is clear, perfect for stargazing."
54,17,67,Moderate,75.2,2.96,Go for a jog,The weather is perfect for a run or jog.
77,21,114,Unhealthy for Sensitive Groups,95.0,0.42,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,8,335,Hazardous,32.0,5.51,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,19,52,Moderate,69.8,1.12,Stargazing,"The air is clear, perfect for stargazing."
19,19,8,Good,84.2,4.2,Stargazing,"The air is clear, perfect for stargazing."
62,14,72,Moderate,53.6,2.43,Have a picnic,The weather is great for an outdoor picnic.
57,19,351,Hazardous,77.0,10.61,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
66,19,441,Hazardous,93.2,15.92,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
20,18,95,Moderate,21.2,16.14,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
23,5,167,Unhealthy,66.2,8.28,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,11,168,Unhealthy,30.2,18.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
19,21,7,Good,78.8,3.51,Stargazing,"The air is clear, perfect for stargazing."
74,13,36,Good,55.4,2.14,Have a picnic,The weather is great for an outdoor picnic.
53,13,30,Good,77.0,0.02,Have a picnic,The weather is great for an outdoor picnic.
53,13,56,Moderate,53.6,3.99,Have a picnic,The weather is great for an outdoor picnic.
45,4,341,Hazardous,41.0,1.65,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
5,15,286,Very Unhealthy,50.0,17.15,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
72,2,365,Hazardous,57.2,16.66,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
60,1,348,Hazardous,78.8,7.04,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
22,9,22,Good,102.2,11.24,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
68,15,46,Good,89.6,4.26,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
73,18,96,Moderate,64.4,2.72,Take a walk,Enjoy a peaceful walk in the park.
79,12,39,Good,50.0,4.86,Have a picnic,The weather is great for an outdoor picnic.
44,12,157,Unhealthy,87.8,0.32,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
17,6,54,Moderate,89.6,19.21,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
78,14,62,Moderate,68.0,1.62,Have a picnic,The weather is great for an outdoor picnic.
30,10,119,Unhealthy for Sensitive Groups,19.4,16.24,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
70,5,119,Unhealthy for Sensitive Groups,19.4,17.68,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,9,325,Hazardous,82.4,18.1,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
9,9,50,Good,59.0,1.93,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
85,9,10,Good,73.4,1.74,Take a walk,Enjoy a peaceful walk in the park.
23,22,393,Hazardous,87.8,4.23,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
34,7,81,Moderate,84.2,11.15,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,19,5,Good,64.4,0.3,Stargazing,"The air is clear, perfect for stargazing."
74,16,16,Good,80.6,2.04,Take a walk,Enjoy a peaceful walk in the park.
79,23,268,Very Unhealthy,55.4,2.97,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
91,14,89,Moderate,64.4,3.96,Have a picnic,The weather is great for an outdoor picnic.
88,20,33,Good,69.8,1.43,Stargazing,"The air is clear, perfect for stargazing."
33,19,11,Good,77.0,4.88,Stargazing,"The air is clear, perfect for stargazing."
25,15,324,Hazardous,93.2,6.33,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
99,13,15,Good,50.0,3.46,Have a picnic,The weather is great for an outdoor picnic.
12,12,53,Moderate,62.6,3.4,Have a picnic,The weather is great for an outdoor picnic.
76,13,80,Moderate,59.0,2.95,Have a picnic,The weather is great for an outdoor picnic.
61,10,67,Moderate,50.0,2.71,Take a walk,Enjoy a peaceful walk in the park.
9,16,43,Good,60.8,1.0,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
56,9,92,Moderate,50.0,0.77,Go for a jog,The weather is perfect for a run or jog.
52,17,91,Moderate,62.6,0.2,Go for a jog,The weather is perfect for a run or jog.
90,10,84,Moderate,100.4,10.35,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
14,21,88,Moderate,62.6,3.55,Stargazing,"The air is clear, perfect for stargazing."
76,13,483,Hazardous,96.8,6.75,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
21,16,98,Moderate,73.4,4.38,Go for a jog,The weather is perfect for a run or jog.
20,14,78,Moderate,77.0,3.62,Have a picnic,The weather is great for an outdoor picnic.
85,6,143,Unhealthy for Sensitive Groups,41.0,9.54,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,8,50,Good,53.6,3.29,Go for a jog,The weather is perfect for a run or jog.
96,21,74,Moderate,69.8,1.52,Stargazing,"The air is clear, perfect for stargazing."
61,10,19,Good,51.8,1.12,Take a walk,Enjoy a peaceful walk in the park.
61,10,62,Moderate,82.4,4.9,Take a walk,Enjoy a peaceful walk in the park.
80,16,28,Good,62.6,4.17,Take a walk,Enjoy a peaceful walk in the park.
78,12,32,Good,68.0,2.74,Have a picnic,The weather is great for an outdoor picnic.
85,18,8,Good,69.8,0.27,Take a walk,Enjoy a peaceful walk in the park.
51,6,437,Hazardous,59.0,5.67,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
37,14,37,Good,50.0,3.73,Have a picnic,The weather is great for an outdoor picnic.
49,22,440,Hazardous,64.4,1.07,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
61,12,61,Moderate,62.6,2.12,Have a picnic,The weather is great for an outdoor picnic.
82,14,108,Unhealthy for Sensitive Groups,69.8,16.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
71,21,72,Moderate,84.2,3.46,Stargazing,"The air is clear, perfect for stargazing."
15,19,81,Moderate,84.2,0.36,Stargazing,"The air is clear, perfect for stargazing."
78,16,75,Moderate,77.0,2.28,Take a walk,Enjoy a peaceful walk in the park.
39,8,82,Moderate,75.2,3.92,Go for a jog,The weather is perfect for a run or jog.
49,20,498,Hazardous,50.0,9.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,21,19,Good,62.6,1.41,Stargazing,"The air is clear, perfect for stargazing."
80,6,69,Moderate,39.2,10.27,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
32,20,73,Moderate,68.0,2.56,Stargazing,"The air is clear, perfect for stargazing."
24,17,49,Good,84.2,0.45,Go for a jog,The weather is perfect for a run or jog.
22,10,97,Moderate,82.4,4.51,Go for a jog,The weather is perfect for a run or jog.
66,0,472,Hazardous,39.2,4.45,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
7,21,37,Good,51.8,4.67,Stargazing,"The air is clear, perfect for stargazing."
8,8,97,Moderate,60.8,1.35,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
97,8,50,Good,84.2,4.15,Take a walk,Enjoy a peaceful walk in the park.
61,14,143,Unhealthy for Sensitive Groups,42.8,2.34,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
98,14,60,Moderate,80.6,2.83,Have a picnic,The weather is great for an outdoor picnic.
75,16,9,Good,69.8,2.09,Take a walk,Enjoy a peaceful walk in the park.
17,0,366,Hazardous,30.2,13.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,12,46,Good,62.6,4.2,Have a picnic,The weather is great for an outdoor picnic.
33,13,97,Moderate,98.6,9.83,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
59,13,34,Good,51.8,1.57,Have a picnic,The weather is great for an outdoor picnic.
21,8,70,Moderate,59.0,4.09,Go for a jog,The weather is perfect for a run or jog.
32,12,2,Good,68.0,0.44,Have a picnic,The weather is great for an outdoor picnic.
88,12,67,Moderate,51.8,1.2,Have a picnic,The weather is great for an outdoor picnic.
36,2,397,Hazardous,39.2,4.74,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
30,9,25,Good,71.6,4.95,Go for a jog,The weather is perfect for a run or jog.
31,22,72,Moderate,14.0,17.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
87,18,63,Moderate,66.2,2.84,Take a walk,Enjoy a peaceful walk in the park.
5,6,258,Very Unhealthy,60.8,3.79,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
51,13,9,Good,77.0,4.98,Have a picnic,The weather is great for an outdoor picnic.
69,18,84,Moderate,69.8,4.85,Take a walk,Enjoy a peaceful walk in the park.
45,17,18,Good,50.0,0.45,Go for a jog,The weather is perfect for a run or jog.
60,10,15,Good,75.2,3.02,Take a walk,Enjoy a peaceful walk in the park.
48,17,61,Moderate,59.0,3.96,Go for a jog,The weather is perfect for a run or jog.
9,13,90,Moderate,50.0,4.52,Have a picnic,The weather is great for an outdoor picnic.
46,16,12,Good,59.0,3.43,Go for a jog,The weather is perfect for a run or jog.
21,8,71,Moderate,62.6,3.42,Go for a jog,The weather is perfect for a run or jog.
85,17,243,Very Unhealthy,64.4,4.25,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
13,12,93,Moderate,57.2,1.84,Have a picnic,The weather is great for an outdoor picnic.
25,16,65,Moderate,68.0,3.5,Go for a jog,The weather is perfect for a run or jog.
74,1,290,Very Unhealthy,59.0,1.93,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
53,9,3,Good,57.2,4.47,Go for a jog,The weather is perfect for a run or jog.
50,14,87,Moderate,66.2,2.88,Have a picnic,The weather is great for an outdoor picnic.
73,8,5,Good,69.8,2.45,Take a walk,Enjoy a peaceful walk in the park.
77,20,17,Good,82.4,3.33,Stargazing,"The air is clear, perfect for stargazing."
52,19,60,Moderate,82.4,4.05,Stargazing,"The air is clear, perfect for stargazing."
72,18,97,Moderate,73.4,4.14,Take a walk,Enjoy a peaceful walk in the park.
96,20,20,Good,78.8,3.05,Stargazing,"The air is clear, perfect for stargazing."
45,1,204,Very Unhealthy,64.4,5.5,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
91,18,31,Good,19.4,8.96,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
40,18,91,Moderate,77.0,3.02,Go for a jog,The weather is perfect for a run or jog.
29,10,65,Moderate,69.8,4.86,Go for a jog,The weather is perfect for a run or jog.
73,17,76,Moderate,64.4,1.04,Take a walk,Enjoy a peaceful walk in the park.
45,8,24,Good,68.0,0.96,Go for a jog,The weather is perfect for a run or jog.
9,13,288,Very Unhealthy,73.4,1.58,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
13,14,0,Good,53.6,0.28,Have a picnic,The weather is great for an outdoor picnic.
47,7,406,Hazardous,57.2,17.98,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
74,9,331,Hazardous,30.2,4.41,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
71,18,44,Good,68.0,2.37,Take a walk,Enjoy a peaceful walk in the park.
42,7,89,Moderate,48.2,8.64,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
12,0,413,Hazardous,98.6,8.69,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,16,11,Good,51.8,1.49,Go for a jog,The weather is perfect for a run or jog.
89,13,23,Good,50.0,2.03,Have a picnic,The weather is great for an outdoor picnic.
25,19,55,Moderate,75.2,1.2,Stargazing,"The air is clear, perfect for stargazing."
68,11,85,Moderate,66.2,0.7,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,11,30,Good,53.6,16.81,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
12,14,2,Good,62.6,0.79,Have a picnic,The weather is great for an outdoor picnic.
66,17,0,Good,71.6,4.16,Take a walk,Enjoy a peaceful walk in the park.
99,20,86,Moderate,50.0,2.13,Stargazing,"The air is clear, perfect for stargazing."
34,15,34,Good,69.8,10.71,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
46,5,152,Unhealthy,33.8,11.71,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
64,18,78,Moderate,69.8,0.58,Take a walk,Enjoy a peaceful walk in the park.
17,20,92,Moderate,82.4,2.98,Stargazing,"The air is clear, perfect for stargazing."
28,13,99,Moderate,77.0,0.59,Have a picnic,The weather is great for an outdoor picnic.
11,17,34,Good,55.4,4.99,Play outdoor sports,Enjoy playing soccer or frisbee in the park.
98,12,47,Good,57.2,3.75,Have a picnic,The weather is great for an outdoor picnic.
24,2,450,Hazardous,84.2,2.75,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
6,6,426,Hazardous,93.2,8.19,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
65,21,361,Hazardous,32.0,13.77,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
54,4,113,Unhealthy for Sensitive Groups,42.8,15.41,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
65,13,63,Moderate,78.8,1.55,Have a picnic,The weather is great for an outdoor picnic.
90,19,98,Moderate,51.8,1.77,Stargazing,"The air is clear, perfect for stargazing."
13,9,413,Hazardous,89.6,5.2,Stay indoors,"Stay indoors due to poor air quality, bad weather, or extreme temperatures."
42,14,23,Good,71.6,3.68,Have a picnic,The weather is great for an outdoor picnic.
